posted,neighborhood,post title,number bedrooms,sqft,price
2020-12-11 22:02:00,Mission District,"🌟🌟🌟 2 BR,1 BA in the Inner Mission.  Location can't be beat!🌟🌟",2,NA,"$2,675"
2020-12-11 22:00:00,Nob Hill,Top of Nob Hill Studio - Available Now - GREAT LOCATION!,NA,350,"$1,595"
2020-12-11 21:58:00,Soma,Awesome Rent-Controlled 1-Bedroom Home | 17 Decatur,1,630,"$2,195"
2020-12-11 21:56:00,Mission District,5 Bedroom | Bright and Airy Inner Mission Flat,5,1500,"$5,200"
2020-12-11 21:56:00,Lower Nob Hill,1035 Bush - Large Remodeled 3 Bedroom  - 1st month free,3,1200,"$3,900"
2020-12-11 21:55:00,Downtown,1B in the Heart of Civic Center | 840 VAN NESS,1,425,"$1,995"
2020-12-11 21:55:00,Potrero Hill,"Near UCSF, Live/work loft available",1,1006,"$2,950"
2020-12-11 21:54:00,Mission District,"Top floor, morning sun, views of downtown skyline, first month free.",NA,420,"$2,050"
2020-12-11 21:54:00,Mission District,Sunny studio on Valencia and 20th st,NA,410,"$2,050"
2020-12-11 21:54:00,West Portal,Large Spacious Flat right on West Portal,2,1200,"$3,500"
2020-12-11 21:54:00,Mission District,"Sunny, south facing studio 20th and Valencia, first month free.",NA,425,"$2,050"
2020-12-11 21:53:00,Cole Valley,Gorgeous Large Top Floor Rear Unit!,1,950,"$2,999"
2020-12-11 21:53:00,Inner Richmond,"Huge 4Bd/2Ba,Flat,Hardwood,New Kit.& Bathrm, In-Unit W&D",4,NA,"$4,050"
2020-12-11 21:53:00,Pacific Heights,"Modern,Open Floorplan,1-Month Free,Parkg.Includ. In-Unit W&D",2,NA,"$3,350"
2020-12-11 21:53:00,Lower Nob Hill,"Charming, Top Floor Studio,Sunny,Hardwd,Lg.Closet,E-Z Fin.Dist.",NA,NA,"$1,525"
2020-12-11 21:53:00,Inner Sunset,旧金山Sunset 30街二楼主卧,1,180,$970
2020-12-11 21:53:00,Usf,Classy & Charming Studio In Great Loc. E-Z GG Park,NA,NA,"$1,825"
2020-12-11 21:52:00,Nob Hill,AMAZING LOCATION!  LARGE PATIO!  3 Bedroom - 1ST MONTH FREE,3,1200,"$4,595"
2020-12-11 21:52:00,Lower Nob Hill,Beautiful & Spacious Great Central Loc Quiet Rear Apt.,NA,NA,"$1,675"
2020-12-11 21:52:00,Mission District,"Beautiful Rear Apt. In Great Loc.Shared Rf.Deck,Parkg.IncludFree Month",2,NA,"$3,895"
2020-12-11 21:52:00,Soma,The Beacon Fully Furnished 1BR/1BA with Private Patio/Parking,1,NA,"$2,500"
2020-12-11 21:52:00,Mission District,"Stylish High- Apt. In Great Loc! Priv Roof Deck w/VIEW!Parking,Hardwd",3,NA,"$4,795"
2020-12-11 21:52:00,Potrero Hill,"1.5ba. Beautiful Live/Work Loft Hardwood,In-Unit W&D",1,NA,"$2,650"
2020-12-11 21:52:00,Cole Valley,Charming Apt.Nestled In The Hills Of Ashbury Hghts.Ocean Views,1,NA,"$2,500"
2020-12-11 21:52:00,Mission District,2ba. Beautiful Lg. Rear Mordern Apt. Parkg.IncludShared Rf.DeckFree M,2,NA,"$3,895"
2020-12-11 21:51:00,Mission District,"Remodeled Beautiful Rear Apt. With Geat Sunlight,Hardwood",NA,NA,"$1,895"
2020-12-11 21:50:00,Soma,15th Floor at BLU - View and Downtown Living!,2,1070,"$3,650"
2020-12-11 21:50:00,Soma,15th Floor @ BLU - Beautiful Unit with View!!,2,1070,"$3,650"
2020-12-11 21:46:00,Russian Hill,Huge Apartment,1,NA,"$2,450"
2020-12-11 21:45:00,Mission District,OWNER QUALITY 3 BR/2BA W/D IN UNIT!  ONE MONTH FREE!!!,3,NA,"$4,495"
2020-12-11 21:45:00,Potrero Hill,"Owner Quality 2BD/2BA Condo w/ Private Garden, Views & Parking",2,NA,"$5,495"
2020-12-11 21:42:00,Inner Richmond,STUDENT HOUSING RE-MODELED ONE BR; ONE BATH ON THE SECOND FLOOR,1,NA,"$1,998"
2020-12-11 21:42:00,Mission District,2ba w/fireplace & parking Baja Noe/Mission,3,2000,"$5,800"
2020-12-11 21:38:00,Mission District,Pet Friendly Mission Dolores 1BED/1BATH Apt. Move-In Ready!,1,NA,"$2,895"
2020-12-11 21:35:00,Ingleside,$900 1BM - Ingleside CCSF for students & young pro,1,150,$900
2020-12-11 21:34:00,Alamo Square,1BEDROOM W/ SHARED YARD,1,NA,"$2,195"
2020-12-11 21:33:00,Inner Sunset,Classic Two Bedroom with Shared Backyard,2,NA,"$2,995"
2020-12-11 21:33:00,Hayes Valley,"$4000 /3BR-1Bath,  hardwood floor , Excellent location Near SF downtow",3,1080,"$4,000"
2020-12-11 21:33:00,Cole Valley,Spacious Studio w/ Utilities,NA,NA,"$2,095"
2020-12-11 21:33:00,"Nopa, San Francisco",Top Floor 1-Bedroom w/ Shared Backyard,1,NA,"$2,495"
2020-12-11 21:31:00,Usf,LARGE 2 BR 5TH AVE & Anza ON THE TOP FLOOR WITH A SKYLIGHT,2,NA,"$2,999"
2020-12-11 21:31:00,Inner Richmond,"Remodeled One BR, OnE BATH ON THE SECOND FLOOR",1,NA,"$1,999"
2020-12-11 21:29:00,Nob Hill,Nob Hill | Quiet 1BD/1BA | Lots of Natural Light | Ample Storage,1,NA,"$2,850"
2020-12-11 21:29:00,South Of Market,SOMA | 2 Bed | 1 Bath | Newly Remodeled | In-Unit Laundry,2,NA,"$2,295"
2020-12-11 21:29:00,Corona Heights,Corona Heights | Chic 3.5BD/2BA Condo | Open Concept Living Spaces,3,NA,"$5,400"
2020-12-11 21:28:00,Soma,Spacious one bed+den with Parking at Infinity Tower,1,832,"$3,100"
2020-12-11 21:26:00,Mission District,1BR/1BA in the Heart of the Mission! Private Deck & Backyard Access,1,NA,"$2,995"
2020-12-11 21:26:00,Mission District,1 BR w/office w/Garage in Delores Terrace/ Mission,1,700,"$3,000"
2020-12-11 21:26:00,Nob Hill,Totally remodeled 3 bedroom 1 bath - Quiet rear unit - 1st month free,3,1100,"$3,595"
2020-12-11 21:23:00,Mission District,1 BR w/office & garage in Delores Terrace/ Mission,1,700,"$3,000"
2020-12-11 21:22:00,Potrero Hill,"Nice 2 bedrooms, Dog Patch, renovated, washer dryer, yard",2,NA,"$3,585"
2020-12-11 21:22:00,Nob Hill,"Nice 3 bdrms, Nob Hill , walk to work,",3,NA,"$3,995"
2020-12-11 21:21:00,Russian Hill,FLEX LEASE TWO BR APT UTILITIES INCLUDED,2,1400,"$2,995"
2020-12-11 21:20:00,Ingleside,3 Bedrooms - close to CCSF and SFSU,3,NA,"$2,980"
2020-12-11 21:20:00,Inner Richmond,"Bright 2BR/1BA Top floor; next to GG Park, near USF; includes parking.",2,NA,"$2,650"
2020-12-11 21:20:00,Noe Valley,Unique Opportunity Luxury 2 Bedroom/ Private Deck/ Parking,2,NA,"$4,695"
2020-12-11 21:19:00,Twin Peaks,Downtown/Bay View; Fully Remodeled; parking/storage,1,NA,"$2,700"
2020-12-11 21:19:00,Richmond,"Remodeled apt in Inner Richmond, laundry, yard, GG park - 1 mo free !",1,NA,"$2,399"
2020-12-11 21:19:00,Mission District,"Beautiful, sunny 4 bedroom FLAT in Inner Mission - 1 month free!",4,NA,"$4,850"
2020-12-11 21:19:00,Mission District,Bright! with Parking & Fireplace in the Mission,1,NA,"$2,500"
2020-12-11 21:18:00,Richmond,"Distinguished Inner Richmond apt, laundry, yard, GG Park- 1 mo free",1,NA,"$2,399"
2020-12-11 21:18:00,Richmond,"Very nice Apt in Inner Richmond - GG park, yard, laundry - 1 mo free",1,NA,"$2,150"
2020-12-11 21:18:00,Mission District,"Big Flat/House in Inner Mission, laundry, yard - 1 month FREE!",4,NA,"$4,800"
2020-12-11 21:18:00,Inner Richmond,"Nice, remodeled apt in Inner Richmond, big yard, laundry - 1 mo Free!",1,NA,"$2,400"
2020-12-11 21:18:00,Nob Hill,Completely Renovated! New Kitchen with Views! Excellent Location!,2,NA,"$3,500"
2020-12-11 21:15:00,Twin Peaks,Spectacular Downtown/Bay View; includes storage & 2 Parking spots,2,NA,"$3,050"
2020-12-11 21:14:00,Russian Hill,Classic and Elegant Russian Hill 2 Bedroom 1 Bathroom Flat,2,NA,"$3,500"
2020-12-11 21:13:00,Mission District,"Move-in incentive! Brand new Junior 1BR+Office near Valencia&19th, W/D",1,NA,"$2,144"
2020-12-11 21:12:00,Mission District,"Rent Credit! Remodeled 19th&Valencia, Top Floor 3Bed2Bath,W/D in unit",3,NA,"$4,020"
2020-12-11 21:11:00,Mission District,Rent Credit! Top floor 2Bed Beautiful Victorian/Backyard/In unit W&D,2,NA,"$3,112"
2020-12-11 21:11:00,Mission District,"Rent Credit! 19th &Valencia/ Renovated Sunny Victorian, In-unit W/D",2,NA,"$2,795"
2020-12-11 21:09:00,Mission District,"Rent Credit! Spacious Backyard! Remodeled 3bed, W/D in unit/Pets ok",3,NA,"$3,579"
2020-12-11 21:06:00,Western Addition,Experience the Fillmore Center Lifestyle in a 3x2 with all up grades,3,1111,"$4,268"
2020-12-11 21:04:00,Portola District,3 bedrooms with garage,3,NA,"$2,600"
2020-12-11 21:03:00,Russian Hill,Great Location 1 Bedroom,1,600,"$1,800"
2020-12-11 21:02:00,Sunset,1 Bedroom & 1 Bathroom,1,675,"$2,975"
2020-12-11 21:02:00,North Beach,MOVE IN SPECIAL! 3Rm 3Bath Apt North Beach NEWLY CONSTRUCTED  for Rent,3,1,"$4,500"
2020-12-11 21:00:00,Marina,"RECENTLY REMODELED CORNER UNIT w/hdwd floor, parking, laundry & more",1,NA,"$2,375"
2020-12-11 20:53:00,Alamo Square,Updated Jr. One Bedroom in Nopa,1,NA,"$2,450"
2020-12-11 20:51:00,Hayes Valley,1 Bedroom Apartment in Hayes Valley,1,NA,"$2,395"
2020-12-11 20:50:00,Hayes Valley,Remodeled Studio in Hayes Valley,NA,NA,"$1,750"
2020-12-11 20:50:00,Mission District,"Top Floor, Central, Sunny Studio- All Utilities included!",NA,NA,"$2,100"
2020-12-11 20:50:00,Hayes Valley,Studio Apartment in the Heart of Hayes Valley,NA,NA,"$1,650"
2020-12-11 20:49:00,Castro,Remodeled Condo 1/2 Block to Dolores Park -Common Roof Deck,2,891,"$3,995"
2020-12-11 20:49:00,Noe Valley,Fully Furnished Cottage/Executive Rental with Patio,1,700,"$3,495"
2020-12-11 20:49:00,Castro,Luxury Condo 1/2 Block from Dolores Park w/common area Roof Deck!,2,900,"$4,295"
2020-12-11 20:49:00,Castro,Modern Condo 1/2 block from Dolores Park w/Common Area Roof Deck!,2,900,"$3,950"
2020-12-11 20:49:00,Noe Valley,ToP Floor in Landmark Victorian Remodeled w/Private Deck /in unit wash,2,1030,"$4,950"
2020-12-11 20:48:00,Castro,2 Bedroom Condo above 900 sq/ft flex/work space,2,1800,"$6,395"
2020-12-11 20:48:00,Noe Valley,Beautiful Sunny & Bright w/Private balcony & Common Area Roof Deck!,1,580,"$2,895"
2020-12-11 20:48:00,Noe Valley,Great 1 Bedroom-Bright w/Private walk out Balcony!,1,580,"$2,895"
2020-12-11 20:48:00,Noe Valley,Studio Plus Office Space & Murphy Bed w/Granite Kitchen!,NA,400,"$2,195"
2020-12-11 20:48:00,Noe Valley,Elegant 1 Bed/1 Bath in Beautiful Victorian on Dolores-Rare Offering!,1,596,"$3,395"
2020-12-11 20:46:00,Laurel Hts,#202 Furnished ONLY One bedroom one bath in Laurel Heights/Presidio,1,650,"$2,600"
2020-12-11 20:45:00,Sunset,Must see! Top Floor House for Rent in Great Location!,3,1400,"$3,500"
2020-12-11 20:43:00,Glen Park,$4000 2bedroom1bath -Light and Airy Mid Century Modern 2 bedroom f,2,1100,"$4,000"
2020-12-11 20:43:00,Western Addition,1725 Turk #7 - $0 Deposit Special - 6 Week Move-In Allowance!,2,NA,"$3,195"
2020-12-11 20:43:00,Mission District,MOVE IN NOW AND DON'T PAY UNTIL JANUARY 2021 EFFECTIVE RENT $1425,NA,230,"$1,425"
2020-12-11 20:42:00,Excelsior,"HOUSE AND APARTMENT FOR RENT, CONTACT ME",2,900,"$3,500"
2020-12-11 20:42:00,Mission District,APARTMENT- CONDO SPOTLESS AND SPACIOUS,2,775,"$4,475"
2020-12-11 20:38:00,North Beach,Lovely Parc Telegraph condo FURNISHED (San Francisco),1,600,"$2,500"
2020-12-11 20:37:00,Noe Valley,"Large 3 bedroom, 2 level Condo - Great for Family / WFH",3,1739,"$5,200"
2020-12-11 20:37:00,Inner Richmond,2 bedroom,2,NA,"$2,200"
2020-12-11 20:36:00,Nob Hill,One bedroom,1,NA,"$2,175"
2020-12-11 20:32:00,Excelsior,Amazon ave 5bed 3bath+ 1 bonus room!,5,5800,"$5,800"
2020-12-11 20:31:00,Castro,"$4,790 / 2br - 1024ft2 - 2 Bedroom 2 Bathroom Condo In Duboce Triangle",2,1024,"$4,800"
2020-12-11 20:29:00,Russian Hill,Great Loc. Spacious 2BD/1.5BA with option for 3bd Flat Laundry In Unit,2,NA,"$3,695"
2020-12-11 20:29:00,Pacific Heights,Unbelievable Pac Heights 2bd/1ba with patio!,2,NA,"$2,950"
2020-12-11 20:26:00,Noe Valley,Fantastic Noe Valley 2bd/1ba with parking!,2,NA,"$3,195"
2020-12-11 20:23:00,Ingleside,"Gorgeous Upper Level, New Carpet/Paint/2Br/Walk To BART, SFSU",2,850,"$2,950"
2020-12-11 20:23:00,Usf,1br/1ba - 1 Block to USF,1,NA,"$2,295"
2020-12-11 20:22:00,Nob Hill,** RECENTLY REMODELED 2 BDRM W/D & ROOF ACCESS!,2,NA,"$2,795"
2020-12-11 20:22:00,Nob Hill,Studio apt,NA,NA,"$1,750"
2020-12-11 20:21:00,Tenderloin,Amazing renovated Tenderloin Studio!,NA,NA,"$1,395"
2020-12-11 20:21:00,Alamo Square,Amazing and spacious Alamo Square 1 bedroom apartment with Parking!,1,NA,"$2,395"
2020-12-11 20:21:00,Western Addition,Stunning 4 Br - Unique NOPA 4 Bed/2 Bath Apartment w/ Laundry,4,1725,"$5,500"
2020-12-11 20:20:00,Mission District,Stunning and pet friendly two bedroom unit in the Mission!,2,NA,"$2,895"
2020-12-11 20:19:00,North Beach,"Unfurnished Parc Telegraph 1br/1ba w/ parking, storage, w/d in unit",1,769,"$2,980"
2020-12-11 20:12:00,Marina,Spacious Sunny Studio in the Heart of the Marina,NA,NA,"$2,175"
2020-12-11 20:12:00,Marina,Beautiful and Bright 1 bedroom,1,NA,"$3,050"
2020-12-11 20:12:00,Excelsior,House off Silver and Sweeny,3,1650,"$3,900"
2020-12-11 20:11:00,Bernal Heights,Bright & Sunny Top Floor Flat,3,1100,"$3,490"
2020-12-11 20:10:00,Marina,LOVELY UNIT OVERLOOKING GARDEN,1,NA,"$1,945"
2020-12-11 20:10:00,Inner Richmond,Inner Richmond San Francisco Newly Remodeled 3BR/3BA,3,NA,"$4,500"
2020-12-11 20:09:00,Sunset,Private Room for Rent - Prime Location,1,NA,"$1,150"
2020-12-11 20:08:00,Pacific Heights,Pacific Heights w/secure garage parking available,1,747,"$2,875"
2020-12-11 20:06:00,Soma,Darling Studio w/ Large Private Patio,NA,303,"$2,000"
2020-12-11 20:06:00,Soma,Four Seasons Residences 2 BR luxury apartment-parking available,2,1456,"$8,500"
2020-12-11 20:04:00,Lower Nob Hill,2 months free - beautiful 1 bd in Nob Hill,1,566,"$2,175"
2020-12-11 20:04:00,Inner Sunset,"Remodeled 2bed/1ba 2nd floor, laundry, Muni L-line ready now",2,700,"$2,495"
2020-12-11 20:04:00,Potrero Hill,"Remodeled 3bed/1ba house, parking, dishwasher, laundry",3,1000,"$3,800"
2020-12-11 20:03:00,Sunset,Sunset In-la unit 2bed 1 bath!!!,2,NA,"$2,000"
2020-12-11 20:01:00,Soma,"Amazing City, Bay and Bridge Views. 21st floor. Soma Grand ~ J.Wavro",1,NA,"$2,450"
2020-12-11 20:01:00,Soma,Luxury 1 Bed 2 Bath Loft in Boutique Soma Building ~ J.Wavro,1,NA,"$3,495"
2020-12-11 20:01:00,Noe Valley,Special Apartment in Prime Dolores Heights Location,1,800,"$2,550"
2020-12-11 20:00:00,Sunset,Parkside Home - Bright & Comfortable 4+ Bedrooms 2.5 Bath,4,2200,"$4,800"
2020-12-11 19:59:00,Bernal Heights,** TOP FLOOR 3 BDRM/2BATH MINI PRECITA PARK FLAT,3,NA,"$3,995"
2020-12-11 19:59:00,Alamo Square,Bright and Sunny Remodel Alamo Square Flat,3,NA,"$5,200"
2020-12-11 19:59:00,Soma,Sunny South Beach with parking,2,NA,"$4,650"
2020-12-11 19:59:00,Soma,Bright and Sunny in Yerba Buena - Parking Included,1,675,"$3,200"
2020-12-11 19:59:00,Soma,One Bedroom Plus Den with Parking in Yerba Buena,1,700,"$3,200"
2020-12-11 19:57:00,Richmond,1 Bed Top Floor Hardwood Floors w/Free Parking 9999999999999999999999,1,NA,"$2,795"
2020-12-11 19:57:00,Sunset,$1400 Spacious Bedroom,1,NA,"$1,400"
2020-12-11 19:56:00,Sunset,"$1600 Spacious Bedroom, Private Bath",1,NA,"$1,600"
2020-12-11 19:56:00,Lower Pac Hts,"2Bed /1 Bath, H/W, D/W, FREE PARKING @@@@@@@@@@@@@",2,NA,"$3,595"
2020-12-11 19:54:00,Soma,"1 Bed, 1 Bath | Get 8 Weeks Free @ 923 Folsom!",1,632,"$2,493"
2020-12-11 19:54:00,Russian Hill,Sunset Views Brand New Kitchen Update FREE PARKING  Russian Hill,1,NA,"$2,400"
2020-12-11 19:54:00,Russian Hill,Russian Hill 1 bedroom,1,NA,"$1,850"
2020-12-11 19:53:00,Downtown,Convert 🛏Rs to Work From Home Office 💻🗄@150VanNess,2,NA,"$3,892"
2020-12-11 19:52:00,Lower Nob Hill,"Bright Studio, Great Location, Apt Balcony, - 1 MONTHS FREE RENT",NA,380,"$1,625"
2020-12-11 19:50:00,Alamo Square,Updated junior one bedroom in the heart of NoPA,1,500,"$2,495"
2020-12-11 19:50:00,Mission District,5 WEEKS FREE! Stylish Mission condo near Valencia corridor! ~ J.Wavro,2,NA,"$3,495"
2020-12-11 19:48:00,Lower Pac Hts,"2 Bed/1 Bath, Top Floor, H/W, D/W, One free parking spot!!!!!!!!!!!!!",2,NA,"$3,795"
2020-12-11 19:48:00,Usf,CORNER GROUND FLR 1 BDRM FREE RADIANT HEAT BY USF/ST MARY'S,1,NA,"$1,995"
2020-12-11 19:47:00,Sunset,Spacious 2 Bdrm 2 Bath House at 39th Ave/Kirkham,2,NA,"$3,700"
2020-12-11 19:45:00,Noe Valley,Spacious 1 bedroom in the heart of Noe Valley,1,720,"$2,095"
2020-12-11 19:45:00,Noe Valley,Large Top Floor 3 bedroom with amazing views,3,1150,"$3,795"
2020-12-11 19:44:00,Nob Hill,"Beautiful flat, steps aways from Union Square, Parks, downtown SF!",5,NA,"$6,595"
2020-12-11 19:44:00,Sunset,Beautiful Studio Available in Sunset SF,NA,NA,"$1,250"
2020-12-11 19:44:00,Russian Hill,Spacious Beautiful flat with large backyard!,4,NA,"$5,995"
2020-12-11 19:43:00,Inner Richmond,MODERN REMODELED 2 BEDROOM HOME LAUNDRY PARKING AVAILABLE ***,2,1000,"$3,680"
2020-12-11 19:43:00,Noe Valley,Huge | Light Filled | 1 BD | Views of Twin Peaks | Quiet Building  | R,1,950,"$2,995"
2020-12-11 19:43:00,Richmond,Master Br........Private Ba.........Ocean Front Condo,1,NA,"$1,688"
2020-12-11 19:42:00,Mission District,LOWEST PRICED 2bed/1ba-Mission District Apt INCL Parking Space,2,900,"$2,995"
2020-12-11 19:42:00,Inner Sunset,Beautiful/Sunny/Views/Top Flat/Quiet Gd Neighborhood,2,1050,"$2,950"
2020-12-11 19:40:00,Sunset,Room for rent $810,1,NA,$810
2020-12-11 19:38:00,Pacific Heights,Completely Remodeled Pacific Heights Full Floor Condo ~ J.Wavro,3,NA,"$5,995"
2020-12-11 19:37:00,Sunset,"Spacious 3 BDR/ 3 BATH 3-Level Home in Central Sunset, Judah/ Irving",3,1385,"$4,600"
2020-12-11 19:37:00,Alamo Square,Large Studio Apt. # 24 (REDUCED),1,440,"$1,780"
2020-12-11 19:35:00,Alamo Square,Large studio #10 (REDUCED),1,430,"$1,780"
2020-12-11 19:33:00,Alamo Square,Large Studio Apt. #19,1,480,"$1,800"
2020-12-11 19:33:00,Ingleside,BRAND NEW FULLY REMODELED LARGE 6BR / 3BA Top Floor Apt CCSF SFSU,6,1500,$900
2020-12-11 19:32:00,Russian Hill,Sunny Top Flat with 2br + living room in Russian Hill - North Beach,2,1000,"$3,500"
2020-12-11 19:32:00,Soma,Offering 6 Weeks Free - Come Live in a Luxury Highrise,2,1365,"$4,294"
2020-12-11 19:31:00,Russian Hill,Top Floor Unit | Quiet | Remodeled | Parking Available,1,750,"$2,699"
2020-12-11 19:30:00,Nob Hill,Amazing Views-Elegantly Decorated - Top Floor-Top of Nob Hill,1,NA,"$4,500"
2020-12-11 19:29:00,Soma,"8 Weeks FREE - Lease Today, Boutique Environment, Outdoor Pet Facility",2,1193,"$4,425"
2020-12-11 19:29:00,Sunset,Large 4 bedrooms/2 full-baths FLAT on 19th Ave with views,4,NA,"$4,500"
2020-12-11 19:28:00,Sunset,Top floor large 3 bedrooms/1 bath FLAT on Sunset Blvd with Ocean Views,3,NA,"$3,000"
2020-12-11 19:27:00,Marina,"Large Marina Dist 1bd w/pkg, new kit, hardwood fls ~ J.Wavro",1,NA,"$3,200"
2020-12-11 19:20:00,Noe Valley,Charming Edwardian garden apt in sunny Noe Valley ~ J.Wavro,2,NA,"$2,375"
2020-12-11 19:19:00,Portola District,New remodeled In-law 2 bedrooms / 1 bath 730 ft - 2房1廳,2,730,"$2,000"
2020-12-11 19:18:00,Potrero Hill,"TRI LEVEL 3 BED, 2.5 BA, 1 OFFICE AREA - JANUARY FREE",3,1755,"$4,950"
2020-12-11 19:17:00,Excelsior,Private Master Room For Rent (close to CCSF & SFSU),1,170,"$1,100"
2020-12-11 19:16:00,Financial District,Luxury Hi-Floor 2bd/2.5ba VIEW condo at St Regis Residences,2,1792,"$8,995"
2020-12-11 19:13:00,Pacific Heights,Top Floor | Views of the Bay| Corner Unit | Parking | Pet Friendly,1,850,"$2,950"
2020-12-11 19:13:00,Soma,"Four Seasons Residences 3+ Bedrooms, 5+ ba. media room, den and office",3,4380,"$16,800"
2020-12-11 19:11:00,Russian Hill,Nice & Comfortable Flat w/ 2br + living room in Russian Hill - N Beach,2,1000,"$2,980"
2020-12-11 19:09:00,Russian Hill,Bay Views & Balcony & 2 Baths,2,1040,"$3,750"
2020-12-11 19:07:00,Marina,1st MONTH FREE - Charming 2BD in Perfect Cow Hollow Location (105)!,2,NA,"$3,200"
2020-12-11 19:07:00,Marina,1st MONTH FREE - Charming 2BD in Perfect Cow Hollow Location!,2,NA,"$3,200"
2020-12-11 19:07:00,Marina,1st MONTH FREE - Rare Top Floor 1BD Unit in the Marina (302)!,1,NA,"$2,500"
2020-12-11 19:07:00,Marina,1ST MONTH FREE - Spacious 1 Bedroom in Ideal Marina Location!,1,NA,"$2,400"
2020-12-11 19:06:00,San Francisco,Your very own comfortable space!,1,850,"$2,150"
2020-12-11 19:06:00,Nob Hill,LARGE FURNISHED STUDIO-GG Bridge Views-$2400-1 month Min Stay,1,700,"$2,300"
2020-12-11 19:06:00,Mission District,Mission Dolores/Walk to Dolores Park/Move-in Allowance,NA,NA,"$2,295"
2020-12-11 19:06:00,Mission District,Condo at 1801 Mission St w A/C and R/T Deck,1,NA,"$2,550"
2020-12-11 19:06:00,Nob Hill,Bright Colorfully Decorated Furnished VIEW $4300 a Month,1,1200,"$4,300"
2020-12-11 19:04:00,Russian Hill,Double Studio with GG Bridge and City Views,2,750,"$2,700"
2020-12-11 19:02:00,Russian Hill,Cozy 2br + living rm Flat in Russian Hill - North Beach,2,1000,"$3,350"
2020-12-11 19:01:00,Pacific Heights,1BR Upgraded Victorian Apartment–On Green St– SEE By Appointment,1,NA,"$1,945"
2020-12-11 19:01:00,Soma,Remodeled SOMA Condo w Rooftop Deck,NA,NA,"$2,400"
2020-12-11 19:01:00,Hayes Valley,Brand New 1 BR in Hayes Valley- SF Life Real Estate,1,600,"$3,300"
2020-12-11 19:01:00,Pacific Heights,New Condo at the Rockwell-SF Life Real Estate,1,636,"$3,300"
2020-12-11 19:00:00,Russian Hill,"Price Reduced Again!  Fantastic, Sunny 3-4 BR 2 BA Russian Hill",4,1700,"$6,395"
2020-12-11 19:00:00,Russian Hill,Spacious 2-3 Bedroom 1 bath Flat New Paint and Flooring,2,NA,"$2,590"
2020-12-11 18:59:00,Russian Hill,Sunshine & Private Patio,1,870,"$3,280"
2020-12-11 18:59:00,Soma,ultra-walkable loft with soaring 16' ceilings,1,1035,"$2,200"
2020-12-11 18:58:00,Russian Hill,Large Apt. w/ Expansive Bay View,NA,700,"$2,550"
2020-12-11 18:56:00,Silver Terrace,Upper Level 3 Beds 1.5 Baths House in SF Silver Terrace 欢迎留学生,3,1270,"$3,000"
2020-12-11 18:55:00,Mission District,"NEW 2 BR, 2 BA W PRIVATE DECK-SF Life Real Estate",2,1200,"$4,950"
2020-12-11 18:53:00,Financial District,Brand new luxury condo home with great view,1,700,"$2,850"
2020-12-11 18:53:00,Nob Hill,2 Months Free! 1 Bedroom! Rent Controlled,1,675,"$2,639"
2020-12-11 18:52:00,Ingleside,Beautiful Two Story Large Two Bedroom,2,1500,"$2,995"
2020-12-11 18:51:00,Castro,11 Dolores/Pets OK/Perfect Location/*Move-In Allowance&$0 Deposit,1,674,"$3,095"
